WORD: FREQUENCY
ha: 3
zabini: 1
pompously: 1
baron: 5
mention: 8
putouter: 1
turpin: 1
dean: 9
stomach: 6
thumbs: 1
hurriedly: 1
properly: 7
rabbit: 3
bucket: 2
platters: 1
earlier: 3
advised: 1
yelledwe: 1
classroom: 12
startled: 2
thatno: 1
cornered: 1
doubt: 4
greatness: 1
edges: 1
feelings: 2
thirst: 1
yesand: 1
growling: 1
boastful: 1
hmm: 1
firework: 1
bitter: 1
timeand: 1
whispers: 2
leaves: 12
painfully: 1
ownyou: 1
luminous: 2
mmm: 1
sally: 1
doin: 1
perks: 1
parkinson: 2
swaggered: 1
morag: 1
papers: 2
macdougal: 1
typical: 1
laughter: 6
jog: 2
seamus: 18
hismother: 1
justin: 1
facetoface: 1
corridor: 29
chosen: 3
teams: 6
definitely: 3
millicent: 1
nearsighted: 1
bristol: 1
cheers: 6
lavender: 2
terry: 2
repliedthe: 1
trials: 1
boot: 1
spite: 1
susan: 2
pigtails: 1
witted: 1
seeso: 2
weakly: 1
wrestling: 3
applause: 2
flapyoure: 1
achieve: 1
meansto: 1
dense: 2
until: 45
slytherinyoull: 1
wit: 1
outstanding: 2
wise: 2
creep: 2
behindtwo: 1
unafraid: 1
trueand: 1
fascinating: 1
kissed: 2
patient: 1
concen: 1
loyalthose: 1
sobbed: 4
dwell: 2
mysterious: 6
hannah: 3
beyou: 1
handing: 3
youwhere: 1
shapes: 1
trolls: 7
cap: 2
hatand: 1
sleek: 2
blackyour: 1
fillingwith: 1
game: 19
prettybut: 1
must: 56
singoh: 1
explosion: 1
brim: 1
placed: 1
whisperits: 1
upward: 3
upside: 1
avoid: 1
friendyvonne: 1
sayingthe: 1
mainly: 2
tripping: 1
dotted: 2
arguing: 2
candlelight: 1
click: 1
glittering: 3
tables: 6
talentah: 1
midair: 7
candles: 3
splendid: 2
imagined: 2
double: 3
capture: 1
glaring: 3
mutely: 1
trophy: 6
answered: 4
ruff: 3
portraits: 2
peace: 2
ghost: 14
deserves: 1
brew: 1
forget: 21
whistled: 3
stupidly: 2
sayingforgive: 1
exploding: 1
glided: 3
shortcut: 1
defrosting: 1
transparent: 1
airshe: 1
pearly: 2
wanting: 8
airseveral: 1
desktop: 1
trouble: 27
ear: 10
glad: 11
hurts: 1
flatten: 2
smudged: 1
fastened: 1
cost: 3
lingered: 1
smarten: 1
whichever: 2
sad: 2
credit: 1
push: 2
overhearing: 1
delicate: 1
produced: 1
ehru: 1
noble: 1
prickled: 2
dormitory: 10
sorted: 3
keeper: 9
begin: 3
herebut: 1
mrhpotter: 5
drumming: 1
flagged: 1
fade: 1
staircase: 12
trapped: 2
magnificent: 2
grunnion: 1
enjoying: 2
fist: 3
flight: 2
coursebut: 1
useful: 6
eye: 11
cliff: 3
sailed: 2
fallen: 6
gliding: 4
anxiously: 5
thenforward: 1
evenbut: 1
fleet: 3
sauceand: 1
grumpily: 2
dabbed: 1
clapped: 11
crushing: 1
dyeing: 1
moren: 1
galloping: 2
hurrying: 6
turrets: 1
thinghe: 1
castle: 23
loudoooooh: 1
sec: 1
ye: 1
trees: 15
path: 12
stuffing: 1
winding: 2
stumbling: 1
beamed: 3
boats: 7
slowed: 2
nowthats: 1
thronging: 1
joined: 10
lurched: 1
separately: 1
trainwe: 1
echoed: 3
meany: 1
slowing: 1
scorea: 1
arrows: 1
ickle: 5
shutting: 2
unfolded: 1
glared: 4
engulfed: 1
velvety: 1
childishly: 1
scowling: 2
protect: 3
malfoys: 15
sniggered: 2
frightening: 3
model: 1
noi: 2
footsteps: 9
iknew: 1
something: 124
lurking: 6
knucklecrabbe: 1
suspend: 1
goyles: 2
emetic: 2
lightspeedywell: 1
private: 3
yell: 5
ronron: 1
juicy: 1
fury: 2
moaned: 6
riffraff: 1
politer: 1
here: 100
bowlers: 1
cheeks: 1
soback: 1
coolly: 3
instant: 2
children: 2
dawn: 2
snigget: 1
draco: 10
carelessly: 1
extremely: 4
thickset: 1
shown: 3
bottles: 7
recognized: 4
rice: 1
lift: 4
neville: 97
broomstick: 26
players: 7
loudly: 18
divesmissesgryffindors: 1
positions: 1
remains: 1
nights: 3
explaining: 3
ronald: 3
on: 630
dumbfounded: 1
confessed: 1
sayingvoldemort: 1
itd: 1
mentioned: 4
awakewheres: 1
mustve: 7
studying: 10
homework: 7
whiskers: 2
britain: 2
flopped: 3
spellgeorge: 1
forkbread: 1
quill: 4
shes: 7
thud: 2
ravenclaw: 8
turkeys: 1
disappointed: 1
bawling: 1
gryffindor: 80
sickhe: 1
following: 8
twentieth: 2
tugging: 1
andgreat: 1
bouncing: 2
rise: 3
friendsthose: 1
andthe: 1
inmodern: 1
depended: 1
background: 1
coursei: 1
stunned: 6
dormice: 1
dreams: 4
tiny: 14
granger: 22
mellowturn: 1
butter: 1
daisies: 1
attention: 7
throatsunshine: 1
criedbut: 1
erall: 1
surebetter: 1
points: 41
aback: 1
lets: 10
makin: 1
confused: 4
green: 30
snoozing: 1
potionmaking: 1
bothered: 3
sweaters: 1
muttered: 21
swearing: 1
crossbow: 5
rivers: 1
becoming: 5
abysmal: 1
countryside: 3
pepper: 1
secretly: 1
desperatelyi: 1
nibble: 2
brave: 6
sardine: 1
shadow: 3
grass: 8
curry: 1
snowballs: 1
disagree: 1
strawberry: 1
stars: 8
lullaby: 1
coconut: 2
confusion: 3
bleaaarghsee: 1
affairs: 1
boogerflavored: 1
tripe: 1
flavoryou: 1
summer: 8
theymean: 1
smile: 13
bertie: 1
pelts: 1
tore: 4
glue: 1
tart: 2
sizzling: 1
woodcroft: 1
hengist: 1
amazedweird: 1
woken: 4
sirprofessor: 1
strayed: 1
mcgonagallprofessor: 1
morgana: 2
sounded: 10
thursday: 1
astonishment: 1
bowling: 1
chamber: 15
nations: 1
flamel: 25
nicolas: 15
uses: 3
discovery: 2
particularly: 7
table: 45
wins: 2
sprawled: 1
bolt: 4
modern: 2
considered: 1
agrippathanks: 1
apart: 12
sothis: 1
halfmoon: 1
ptolemy: 1
risks: 1
agrippa: 2
needs: 7
card: 12
hygienic: 1
candies: 1
mindhe: 1
crept: 11
dunno: 8
eating: 9
letterp: 1
thoughthermione: 1
swap: 1
streets: 2
serious: 4
happening: 4
wednesday: 3
tackling: 1
bodies: 1
september: 3
beef: 2
sorting: 8
righti: 1
saidshe: 1
pasty: 3
starving: 1
licorice: 1
stinking: 1
cried: 9
patrolled: 1
bbut: 1
pasties: 3
wolfing: 1
pumpkin: 4
rule: 6
frogs: 8
sees: 1
droobles: 1
beans: 6
nott: 1
iron: 3
itthe: 1
saved: 5
monsterthey: 1
teapot: 3
waggled: 1
flavor: 8
thereand: 2
botts: 4
cursing: 3
mehe: 1
bars: 3
mars: 4
know: 184
doom: 1
dears: 1
saidanything: 2
ill: 44
dimpled: 1
saliva: 1
clattering: 1
dreamed: 4
flick: 4
grangers: 2
losing: 6
lanes: 1
winning: 5
stayed: 7
then: 158
sheep: 1
scene: 1
cows: 1
okay: 3
vacationing: 1
voicing: 1
bebrave: 1
useless: 1
scabbers: 14
goodll: 1
strode: 7
charlies: 8
speeds: 1
expects: 1
captain: 5
fidgeted: 1
leftbill: 1
lecture: 1
lines: 5
wish: 7
bein: 1
backs: 3
horriblewell: 1
accountant: 1
wow: 2
bar: 2
gotyou: 1
street: 21
ourselves: 4
speech: 2
wantedquidditch: 1
phoning: 1
introduce: 2
tarantula: 1
signature: 1
trainlee: 1
dropping: 3
glanced: 3
redheaded: 1
flashed: 4
disappear: 1
finda: 1
crying: 7
tried: 62
loads: 8
reminding: 1
minesalways: 1
paisley: 1
polite: 2
foot: 12
teaching: 1
fried: 1
sixty: 5
girls: 8
quilt: 1
greenhouses: 1
rubbed: 1
itsnot: 1
youveyouve: 1
unusually: 2
sorrowful: 1
yourselves: 4
pumpkins: 1
behave: 1
twothis: 1
fondlyall: 1
carpet: 1
hang: 10
pineapple: 1
badge: 3
mangled: 1
ronnie: 1
wriggled: 1
invisibleforgive: 1
bothering: 1
gawked: 1
chorused: 1
slapping: 1
grumbled: 1
picked: 16
sweaty: 3
bike: 5
oy: 3
twist: 1
haired: 8
quickly: 43
several: 12
below: 5
boogers: 1
raise: 2
compartment: 9
doorpost: 1
hairy: 4
poked: 3
lifted: 2
lee: 9
sayinggran: 1
drawing: 4
hooted: 2
wound: 3
shoulderi: 1
yeahhes: 1
chattering: 2
faster: 5
drifted: 2
steam: 1
controlhe: 1
bellhit: 1
stopthe: 1
norris: 12
runthe: 1
bet: 16
broke: 10
findone: 1
troubleleaning: 1
while: 59
jostled: 3
invisible: 9
caughty: 1
itsitstrue: 1
bathroom: 5
trolley: 1
stufffor: 1
erokay: 1
rons: 19
gonebut: 1
way: 92
impressively: 1
ages: 12
joking: 4
george: 28
baseball: 1
backpack: 1
foreheads: 1
stretched: 6
dividing: 1
knowingbring: 1
himand: 1
turn: 17
screamedfor: 1
constantly: 1
unwelcome: 1
speaker: 1
packed: 7
sudden: 14
inspectors: 1
stranded: 1
ithe: 1
board: 6
knack: 2
to: 1835
enjoy: 1
blurted: 3
envelope: 9
ones: 13
wasters: 1
spiny: 1
annoyed: 1
oliver: 4
part: 4
guard: 7
peppermints: 1
laughing: 8
nastier: 1
whatve: 1
nineplatform: 1
kindor: 1
wheeled: 2
books: 44
dumped: 1
curly: 1
spellsenchantments: 1
loaded: 1
basketbut: 1
hoursbut: 1
paced: 2
breathlessly: 2
swish: 3
decent: 1
ooh: 1
flame: 1
robeshed: 1
collapsed: 5
yehbut: 1
jeans: 1
atop: 1
excited: 4
able: 26
hospital: 6
bother: 3
grunt: 1
toto: 1
eri: 2
weeks: 11
eruncle: 1
feast: 7
sortedthomas: 1
hermione: 253
cross: 8
tugged: 1
ears: 12
thank: 8
kings: 5
cloakit: 1
examined: 3
august: 1
himhes: 1
ina: 1
played: 3
howdare: 1
hedwig: 13
depressing: 1
improvement: 1
pretty: 4
fun: 7
maniacs: 1
bring: 4
quarters: 1
platform: 18
sapphires: 1
shell: 3
resting: 1
chair: 10
hereyes: 1
send: 18
harryyoull: 1
crossits: 1
marched: 7
angrily: 6
didstill: 1
sobbing: 2
singled: 1
beginning: 1
yethe: 1
plastic: 5
injuredwould: 1
paddington: 1
doorknobbetween: 1
turnips: 1
laden: 2
suffering: 2
hewhomustnotbenamed: 1
brother: 8
away: 69
chest: 6
thoughtfully: 2
flinched: 1
sallow: 1
featherjust: 1
box: 9
whose: 3
possessionflint: 1
happens: 5
expecting: 2
towering: 5
read: 40
bravo: 1
dial: 1
admired: 1
cupim: 1
gulp: 2
whooped: 1
interesting: 10
spots: 3
youonly: 1
reallyhate: 1
coats: 3
stream: 2
supple: 1
popular: 1
notunusual: 1
compared: 3
nowyes: 1
oursits: 1
dreadlocks: 1
loves: 1
somewherei: 1
match: 24
shouts: 1
customer: 1
higher: 7
floorwho: 1
mounting: 1
eyes: 103
springy: 1
ithes: 1
owl: 41
ebony: 1
pajamas: 2
shoutedtheres: 1
whippy: 1
famousa: 1
feather: 6
maple: 1
snatched: 4
return: 5
foolish: 4
flexible: 1
crumpled: 3
results: 3
finchfletchley: 1
phoenixes: 1
heartstrings: 1
phoenix: 4
substance: 2
piped: 1
core: 1
armpit: 1
poker: 2
elbow: 2
snapelook: 1
measured: 2
erwell: 1
reptile: 3
poordearno: 1
hmmm: 1
alchemy: 3
tightly: 5
trying: 64
nag: 1
added: 13
yew: 2
muggle: 21
finger: 3
patchwork: 1
noted: 1
jammed: 2
misty: 3
reflected: 4
stepping: 1
thing: 45
chooses: 2
honest: 1
cokeworth: 1
enter: 2
excellent: 7
polkiss: 2
potato: 1
tell: 67
blob: 1
zooming: 2
pliable: 1
jewel: 2
mahogany: 2
favored: 3
silvery: 4
charm: 3
willow: 1
each: 34
awkwardly: 1
inhogwarts: 1
tingle: 1
dust: 2
blasted: 1
beneath: 6
book: 21
jokeprofessor: 1
strict: 3
dark: 61
spindly: 3
off: 195
loud: 13
anydifference: 1
sounding: 7
flowing: 1
mere: 1
depths: 2
olderand: 1
tinkling: 1
headnever: 1
cushion: 1
bc: 1
makers: 1
wouldprefer: 1
nowonly: 1
type: 1
deserved: 1
brothers: 12
deans: 2
inches: 10
stammering: 1
upand: 1
cage: 4
covered: 9
inone: 2
rustling: 4
sprinted: 5
blink: 2
atta: 1
temper: 4
emporium: 1
hugging: 2
kids: 1
sweeping: 3
contains: 1
father: 27
sneeze: 1
atan: 1
shuffling: 2
lied: 1
lefta: 1
tens: 1
glittery: 1
many: 27
rolls: 2
minuscule: 1
concentrate: 3
stand: 19
horns: 2
unicorn: 21
section: 6
tongue: 1
basic: 1
crack: 6
claws: 2
saidthats: 1
exams: 9
strings: 1
feathers: 5
triedbut: 1
powders: 1
dried: 2
dealer: 1
rocketed: 1
hangingtapestries: 1
ravine: 1
turnso: 1
mouthand: 1
jars: 2
itll: 7
slimy: 1
cabbages: 1
istheyre: 1
rotted: 1
humbertos: 1
mixture: 4
ingredients: 3
downfall: 1
barn: 2
curses: 1
pressure: 1
spectators: 1
viridian: 1
vindictus: 1
bucking: 1
gaped: 1
killin: 2
drops: 3
tonguetying: 1
listencome: 1
loss: 1
scuffles: 1
revenges: 1
enemies: 3
bewitch: 1
fromcurses: 1
transfer: 1
silk: 3
lovely: 1
remembering: 2
stamps: 1
therebut: 1
whama: 1
postage: 2
paving: 1
separating: 1
gloomily: 1
folded: 3
would: 103
lightest: 1
fall: 11
rules: 9
prickle: 1
taste: 2
ballssorta: 1
serpent: 2
shows: 8
meantime: 1
reasons: 2
quidditchplayed: 1
follows: 2
scudding: 1
patil: 6
worldeveryone: 1
boxes: 3
soccer: 6
kneesour: 1
likelike: 1
muggleslook: 1
wizardin: 1
woolen: 1
isthe: 1
yehwerehes: 1
yernot: 1
assured: 1
engraved: 1
dinnertime: 1
pate: 1
knownot: 1
exam: 6
bludgersent: 1
swaying: 1
beckoned: 1
color: 3
rip: 2
cheered: 3
instructionshe: 1
whens: 1
rapping: 1
pence: 2
promised: 3
wakes: 1
slipping: 3
hopped: 2
lean: 1
excuse: 8
reach: 3
surname: 1
tut: 4
sneer: 3
drunk: 2
ofsavagelives: 1
servant: 2
least: 9
togetherthere: 1
dialing: 1
crime: 2
hides: 1
bungler: 1
yours: 7
dofather: 1
kidney: 1
thunderedwhat: 1
taped: 2
twisted: 8
wingsthe: 1
receive: 1
stillyou: 1
brooms: 13
wicked: 3
drag: 3
stool: 8
footstool: 2
gasp: 2
hereanother: 1
hate: 7
streaming: 2
bully: 1
sharplydont: 1
spposed: 2
minutes: 30
horned: 1
jewels: 1
extraordinary: 2
hullo: 2
bear: 5
hermiones: 12
photos: 2
giving: 9
anyones: 2
melted: 2
involved: 5
leaned: 12
pprofessor: 1
patched: 1
terms: 1
wellno: 1
therehes: 1
occasions: 2
sickle: 2
wave: 4
treated: 1
mounds: 1
smoke: 6
m: 1
comin: 1
looks: 8
maps: 1
stalagmites: 2
stalactites: 1
troll: 29
lake: 7
andreally: 1
opening: 1
deeper: 4
stump: 1
centuries: 1
thumpin: 1
passage: 4
dratted: 1
impossible: 4
blundering: 1
lover: 1
fork: 2
twisting: 2
thirty: 9
maze: 1
shorter: 1
theyd: 36
shrink: 1
chasing: 3
astonishing: 3
hurtled: 5
boiled: 2
shant: 1
bunch: 2
pounced: 1
difficultyand: 1
vanishing: 2
hurtling: 1
skip: 1
back: 255
us: 79
sloped: 3
flaming: 4
switch: 1
ita: 1
watchingspyingmight: 1
passageway: 8
narrow: 10
insist: 1
plants: 1
airdead: 1
mysteriously: 1
boils: 3
twinkling: 2
clobbered: 1
family: 26
griphook: 12
sorc: 1
grandfathers: 1
pure: 3
mimsy: 2
youknowwhat: 2
block: 2
closely: 3
funny: 28
coals: 1
scattering: 2
arrivals: 1
sickles: 3
metal: 3
shopping: 2
hole: 12
emptying: 2
andouchthat: 1
key: 11
leading: 6
whoever: 1
queasy: 1
scribbling: 1
rob: 5
counter: 4
mothers: 6
hundred: 29
steadied: 1
hogwartsi: 1
slot: 3
marble: 8
finding: 7
fred: 34
yoursthief: 1
shuddered: 2
pile: 13
blond: 4
needles: 2
reading: 5
subjects: 2
floorsa: 1
sadness: 1
refuse: 3
awaits: 1
edge: 11
referees: 1
freak: 1
frowning: 3
thementer: 1
earnmust: 1
free: 15
tipped: 2
zigzagging: 2
upon: 2
restaurants: 2
dontwant: 1
clever: 3
van: 1
today: 15
goblin: 10
towered: 3
identical: 1
dusty: 2
potion: 9
tottering: 1
ineed: 1
lemon: 7
eels: 1
bat: 4
hushed: 2
barrels: 2
already: 43
familys: 2
namevoldemort: 1
stacked: 2
shout: 4
stonewall: 4
telescopes: 2
chestnut: 1
selling: 2
erno: 1
holidays: 10
nimbus: 16
dripping: 1
fight: 9
screech: 3
mymy: 1
cart: 13
received: 4
ornotable: 1
emporiumtawny: 1
old: 59
belongs: 1
seventeen: 2
selfstirring: 1
openmouthed: 1
cannonball: 1
againdoris: 1
liver: 2
detentionwhat: 1
sayingdragon: 1
bodyguards: 1
hebeautiful: 1
peevesshow: 1
patted: 2
goggle: 1
stuck: 9
hanging: 12
glasses: 14
stirringcollapsible: 1
silverself: 1
wondering: 12
sizescopper: 1
orange: 4
pleasure: 1
kid: 3
naughty: 2
dungeons: 6
helped: 4
blushed: 2
stack: 2
joke: 6
banging: 2
brightly: 4
earshot: 2
instantly: 1
special: 7
wordlike: 1
parties: 2
writer: 1
quiveredit: 1
hagnever: 1
let: 59
around: 141
brilliant: 8
plowed: 1
hoping: 11
pause: 3
bloke: 1
violet: 3
flat: 10
strong: 3
onlots: 1
wizarding: 6
bbook: 1
hope: 22
drills: 6
stumped: 3
ppleased: 1
ttell: 1
dress: 1
afford: 6
vigorously: 2
him: 490
grasping: 1
twitching: 4
laughed: 9
crockford: 3
because: 85
shaken: 3
clamped: 2
stalactite: 1
cominghes: 1
punched: 1
soul: 3
thiscan: 1
isle: 1
arts: 8
shoulder: 13
oni: 2
sherry: 1
drinking: 4
hiding: 7
women: 3
shabby: 2
smoking: 1
dundee: 1
totell: 1
hadnt: 54
ggetting: 1
pockets: 9
crowd: 17
grubby: 4
halt: 5
has: 29
cornflakes: 1
tent: 1
trusting: 1
wildly: 4
humor: 1
library: 24
cooked: 1
sigh: 3
buried: 3
cinemas: 1
acted: 2
gently: 6
stores: 1
music: 5
say: 71
shops: 7
bustling: 1
into: 219
bludgersi: 1
taughtthis: 1
express: 2
escalator: 2
shriek: 2
walls: 16
teach: 7
glance: 3
goshawk: 1
diggles: 2
dumbledorell: 1
revolting: 2
orders: 2
climbed: 15
treacle: 3
slow: 3
barrier: 10
exasperationneville: 1
slumped: 3
lent: 4
ticket: 7
ways: 7
sin: 1
swollen: 1
occurred: 1
broomsticks: 9
scales: 3
protection: 3
self: 1
voldemort: 27
forces: 1
pppotter: 2
jigger: 1
violent: 1
rumors: 2
indeed: 10
shouldve: 1
perhaps: 18
zoooh: 1
pick: 4
mess: 3
carried: 10
record: 3
drafts: 1
scrambling: 2
fungi: 4
garage: 1
transfiguration: 5
kills: 1
knowsome: 1
guide: 3
gigantic: 3
warmth: 5
knowing: 9
waffling: 1
aaah: 1
passed: 24
youngsters: 1
nneed: 1
adalbert: 1
visitors: 1
theory: 1
doris: 2
paws: 2
irritably: 3
tags: 1
miranda: 1
truth: 8
babble: 3
spells: 6
spiral: 4
standard: 2
copy: 2
whistle: 4
winter: 1
like: 185
lisa: 1
animal: 2
protective: 1
redoh: 1
interfere: 2
require: 1
patting: 3
canary: 1
cant: 62
faded: 8
seats: 7
sick: 6
hooting: 1
drooled: 1
darkness: 6
tickets: 1
goingthey: 1
trimble: 1
minister: 1
dragon: 26
checkup: 1
bendy: 1
panting: 1
blissfully: 1
caution: 2
pier: 1
riding: 1
bumped: 1
solutions: 1
everyoned: 1
weighing: 3
streak: 1
hired: 1
contained: 2
becomes: 1
onis: 1
bit: 67
followingthey: 1
prophet: 3
prodded: 2
rang: 5
manage: 4
weather: 3
ninth: 1
miles: 5
waygringotts: 1
vaults: 3
guardin: 3
shortcuts: 1
were: 339
sport: 3
dragons: 18
cloud: 2
expression: 2
teacups: 1
erhave: 1
land: 2
eager: 3
smelting: 7
arrival: 1
mentionin: 1
strangely: 5
row: 9
urgently: 2
gleamed: 1
gnight: 1
point: 14
thingsfriendship: 1
stepped: 18
magicdo: 1
fetchin: 1
memorize: 1
go: 130
adventure: 5
rippled: 1
saidyesyes: 1
proudly: 3
served: 1
exercise: 1
safecept: 1
yelps: 1
yehd: 4
nail: 1
broken: 14
goblins: 8
teh: 1
doesbut: 1
exciting: 2
omen: 1
dyeh: 4
moneyand: 1
mm: 1
sunrise: 1
puncture: 1
whisperedalohomora: 1
caredall: 1
drift: 1
see: 175
nerve: 5
sold: 3
ride: 2
bronze: 5
sweat: 2
ripped: 4
sleepily: 3
calmly: 3
coins: 5
colder: 3
firenze: 18
difficulti: 1
became: 16
lily: 6
savaging: 1
fluttered: 4
sunlight: 3
early: 3
mighta: 3
storm: 10
body: 15
clamber: 2
once: 74
diagon: 8
spotted: 11
speed: 5
pushed: 16
wriggles: 1
cold: 24
burn: 1
gamekeeper: 5
cover: 2
wand: 62
third: 17
nowwhere: 1
greeting: 1
ministry: 7
have: 291
follow: 18
smashed: 1
strictly: 1
sleeve: 4
shuddereddont: 1
cliodna: 1
eyebrows: 4
shouldnta: 2
swarming: 1
grounds: 14
goblets: 1
poking: 4
emptier: 1
keen: 3
wings: 4
unraveled: 1
pigs: 1
roof: 4
clasped: 2
dudleythere: 1
puzzlement: 1
swishing: 3
panted: 6
howling: 7
history: 7
insultalbusdumbledoreinfrontofme: 1
nonefor: 1
aprefect: 2
dinky: 1
infernal: 1
magic: 45
slip: 2
bank: 3
fool: 5
crackpot: 1
sort: 26
scurried: 1
snakelike: 2
opinionasked: 1
grateful: 3
quiet: 13
biscuits: 2
realizing: 4
hero: 2
ohneville: 1
expelled: 13
revenge: 1
grow: 2
anywayharry: 1
ridiculous: 2
burnished: 1
stored: 1
quietly: 14
threatening: 4
tap: 6
football: 1
chf: 1
leasthe: 1
kick: 4
hadalways: 2
finishing: 1
sorcerer: 1
paint: 1
warty: 2
weasley: 48
respect: 1
morningexplain: 1
andoh: 2
houses: 8
goin: 3
gateway: 2
somethin: 7
check: 2
carry: 4
armor: 7
trick: 3
weak: 5
understood: 2
meive: 1
glittered: 2
posters: 1
kinda: 1
stacks: 1
smelled: 4
bloodcurdling: 1
enviously: 1
burned: 2
belong: 3
bidin: 1
thousand: 18
bulging: 2
lining: 1
loved: 3
notreally: 1
percys: 2
scarlet: 6
die: 12
stagenothin: 1
codswallop: 2
breathing: 6
flattened: 1
thatwhat: 1
dragging: 1
queen: 4
failed: 3
thrown: 6
sword: 1
battered: 4
celebrated: 1
reflection: 8
forall: 1
boomed: 1
ticked: 3
remembers: 3
readollivanders: 1
diggle: 3
denying: 1
curedand: 1
experts: 1
heeled: 1
halfheartedly: 1
quicklyand: 1
pieces: 9
accept: 2
gulped: 2
championship: 4
pub: 3
removed: 1
known: 12
fists: 3
prewettsan: 1
squat: 1
corners: 1
bones: 2
nearlyswallowed: 1
unlocked: 2
worsepeople: 1
latethey: 1
living: 11
mckinnons: 1
unfolding: 2
scraping: 3
curse: 10
firs: 5
soft: 6
tryin: 1
evil: 7
spend: 2
tapestry: 1
painting: 1
ollivanders: 2
friends: 14
water: 9
meself: 3
foghorn: 1
anan: 1
girl: 10
safe: 17
prove: 1
abbott: 1
harrywhat: 1
cause: 6
toosome: 1
high: 43
gringottsknows: 1
cupboard: 20
their: 215
followers: 2
wished: 8
cauldrons: 3
mistake: 9
saturday: 7
starry: 1
lookin: 4
somersault: 1
herethey: 1
scars: 2
for: 365
spell: 12
roundthat: 1
billowing: 2
kit: 1
blimey: 4
neighbors: 3
lies: 5
gargoyles: 1
gulpin: 1
jumpy: 1
forests: 2
rations: 2
whod: 6
sayin: 3
walking: 14
calledbut: 1
seek: 1
parts: 1
youmight: 1
loudest: 2
dumbled: 1
mystry: 4
skies: 1
swelled: 2
sawand: 1
yehmind: 2
itanyone: 1
snores: 1
someones: 2
terrified: 8
pounding: 2
trip: 4
started: 49
idea: 20
poke: 1
knowin: 4
carrots: 1
outrage: 1
mice: 3
saidblown: 1
notice: 7
forever: 5
married: 2
bonnet: 1
jordan: 10
midnight: 11
thanksss: 1
fly: 9
spokesgoblin: 1
whelk: 1
spawn: 1
dontuse: 1
thatthatschooland: 1
unbelievable: 1
suspicion: 1
easier: 3
suddenlyknew: 1
reasonably: 1
mail: 14
dennis: 1
collecting: 3
brought: 18
swore: 3
interested: 8
joy: 2
firelight: 1
thatstudy: 1
garden: 5
scribbled: 2
jupiter: 1
teeth: 9
tonguebetween: 1
examining: 1
arriving: 1
owla: 2
casually: 4
torches: 2
awooden: 1
horse: 4
borrow: 2
programs: 1
fireworks: 1
exploded: 3
ashe: 1
festoons: 1
spinach: 1
lucky: 17
curl: 1
deputy: 1
constrictor: 4
quirrell: 88
rage: 4
forecast: 1
wrought: 1
sincerely: 1
creature: 2
begins: 2
cry: 8
gasping: 2
sized: 1
wax: 2
equipment: 3
upstairs: 13
powerfulwhyd: 1
galloped: 1
one: 246
necessary: 1
enclosed: 1
informed: 2
blazing: 2
please: 19
wrong: 18
inform: 1
fourdumbledoreyou: 1
pleased: 18
confed: 1
mugwump: 1
paler: 1
warlock: 1
handkerchief: 5
shrilly: 1
unknown: 2
scrambled: 5
teacher: 10
believe: 22
sides: 3
merlin: 2
hats: 3
headmaster: 4
snare: 5
pan: 1
fantastic: 2
program: 1
asked: 59
effect: 1
master: 5
obviously: 13
spurt: 1
lifemore: 1
trained: 1
puff: 1
goodun: 1
fast: 20
lower: 5
guessing: 1
whistling: 2
supposed: 16
balls: 9
wizard: 40
doormat: 2
home: 18
panic: 5
eagerly: 7
themi: 1
quailed: 1
forbid: 3
heres: 2
hereive: 1
vampires: 3
warning: 8
thisthis: 1
bewildered: 3
clinging: 1
lived: 9
yourefamous: 1
shelling: 1
popped: 2
floating: 6
nothingbut: 1
theyrefamous: 1
distinctly: 1
hunting: 1
candy: 3
mom: 16
keptwhat: 1
uneasy: 2
hows: 3
explode: 1
ache: 1
scamander: 1
theres: 37
wrapped: 7
crowds: 2
intently: 1
worldyer: 1
worldmy: 1
reason: 22
job: 9
flocks: 1
uproar: 1
sir: 26
choosing: 2
dedalus: 4
crystal: 2
abouabout: 1
nothin: 5
growled: 7
affi: 1
hungry: 6
downward: 3
anger: 4
thundered: 3
also: 15
wonder: 10
first: 114
theyll: 9
cryin: 1
s: 2
rest: 23
gun: 1
shadowsit: 1
wonderful: 5
defenseless: 1
peppermint: 3
livid: 1
worry: 13
youfilch: 1
helicopters: 1
quills: 7
collapsible: 1
fattenin: 1
gallery: 2
don: 25
packages: 4
puddin: 1
welsh: 1
scruffs: 1
burnt: 1
animals: 5
liquid: 1
pomftey: 1
fastenings: 1
ghosts: 6
search: 4
hear: 32
canceled: 1
hot: 7
wehave: 1
drone: 1
symbols: 1
waswho: 1
newscaster: 1
sunk: 3
hoisted: 1
drew: 9
as: 522
grate: 2
hogwarts: 74
bundles: 1
ideas: 3
rubeus: 3
anowl: 1
buckle: 2
atelevision: 1
gradually: 1
steamrollered: 1
sprouts: 2
shredded: 1
await: 2
haveyou: 1
lost: 30
gift: 2
nerves: 4
pipe: 4
destined: 1
fer: 29
bag: 10
eleventh: 1
mouse: 2
claw: 1
admirals: 1
outta: 10
forced: 5
positive: 1
celebrations: 1
rubber: 1
bootjus: 1
hehad: 1
deathif: 1
uncles: 1
knot: 1
toast: 4
tererspeed: 1
prune: 1
second: 41
pattern: 1
beasts: 3
mr: 75
demand: 1
trevor: 3
las: 3
tinned: 1
seven: 22
beetle: 2
shadowy: 2
yeh: 89
shoveling: 1
scno: 1
